Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
270.67	32.617	942.00	0.0010616	8.3858	8.5382	43.078	41.396	108.74	559.36	0.037156	0.00010478	0.11209	0.0049384	90.261	0.011079	17.432	19.022	81.813	37.669	77.328	213.40	1.4602	1.4315e-05	0.019562
270.80	32.731	941.25	0.0010624	8.3988	8.5519	43.127	41.405	108.90	558.17	0.037457	0.00010455	0.11194	0.0049144	90.633	0.011034	17.430	19.020	81.782	37.705	77.559	213.33	1.4583	1.4327e-05	0.019604
270.93	32.846	940.51	0.0010633	8.4118	8.5655	43.175	41.414	109.05	556.98	0.037759	0.00010432	0.11179	0.0048904	91.005	0.010988	17.428	19.017	81.751	37.742	77.791	213.26	1.4563	1.4339e-05	0.019646
271.06	32.960	939.76	0.0010641	8.4248	8.5792	43.224	41.423	109.21	555.79	0.038062	0.00010409	0.11163	0.0048665	91.378	0.010944	17.426	19.014	81.720	37.778	78.024	213.20	1.4543	1.4352e-05	0.019687
271.19	33.074	939.01	0.0010650	8.4378	8.5928	43.272	41.433	109.36	554.61	0.038366	0.00010386	0.11148	0.0048428	91.752	0.010899	17.424	19.011	81.689	37.815	78.259	213.13	1.4524	1.4365e-05	0.019729
271.31	33.189	938.26	0.0010658	8.4507	8.6064	43.320	41.442	109.52	553.42	0.038672	0.00010363	0.11133	0.0048191	92.126	0.010855	17.423	19.008	81.658	37.851	78.494	213.06	1.4504	1.4377e-05	0.019772
271.44	33.303	937.52	0.0010666	8.4636	8.6200	43.368	41.452	109.67	552.24	0.038978	0.00010340	0.11118	0.0047954	92.501	0.010811	17.421	19.005	81.627	37.888	78.731	212.99	1.4485	1.4390e-05	0.019814
271.57	33.417	936.77	0.0010675	8.4765	8.6335	43.416	41.461	109.83	551.06	0.039286	0.00010318	0.11102	0.0047719	92.877	0.010767	17.419	19.002	81.596	37.925	78.969	212.92	1.4466	1.4402e-05	0.019856
271.70	33.531	936.03	0.0010683	8.4894	8.6471	43.464	41.471	109.99	549.89	0.039595	0.00010295	0.11087	0.0047485	93.253	0.010723	17.417	18.999	81.565	37.961	79.209	212.85	1.4446	1.4415e-05	0.019899
271.83	33.646	935.28	0.0010692	8.5022	8.6606	43.512	41.480	110.15	548.71	0.039905	0.00010273	0.11072	0.0047251	93.630	0.010680	17.415	18.996	81.534	37.998	79.449	212.78	1.4427	1.4427e-05	0.019941
271.95	33.760	934.53	0.0010701	8.5151	8.6741	43.559	41.490	110.31	547.54	0.040216	0.00010250	0.11057	0.0047018	94.008	0.010637	17.413	18.993	81.504	38.035	79.691	212.71	1.4408	1.4440e-05	0.019984
272.08	33.874	933.79	0.0010709	8.5279	8.6875	43.607	41.500	110.47	546.37	0.040528	0.00010228	0.11042	0.0046786	94.386	0.010595	17.411	18.990	81.473	38.071	79.935	212.64	1.4389	1.4453e-05	0.020027
272.21	33.989	933.04	0.0010718	8.5407	8.7010	43.655	41.510	110.63	545.20	0.040842	0.00010205	0.11027	0.0046555	94.765	0.010552	17.409	18.987	81.442	38.108	80.179	212.57	1.4369	1.4465e-05	0.020070
272.33	34.103	932.30	0.0010726	8.5535	8.7144	43.702	41.520	110.80	544.03	0.041157	0.00010183	0.11012	0.0046324	95.145	0.010510	17.407	18.984	81.411	38.145	80.425	212.50	1.4350	1.4478e-05	0.020114
272.46	34.217	931.56	0.0010735	8.5662	8.7279	43.749	41.530	110.96	542.87	0.041473	0.00010161	0.10997	0.0046095	95.525	0.010468	17.404	18.981	81.381	38.181	80.672	212.43	1.4331	1.4491e-05	0.020157
272.58	34.332	930.81	0.0010743	8.5789	8.7413	43.796	41.540	111.13	541.71	0.041791	0.00010139	0.10982	0.0045866	95.906	0.010427	17.402	18.978	81.350	38.218	80.921	212.36	1.4312	1.4503e-05	0.020201
272.71	34.446	930.07	0.0010752	8.5917	8.7546	43.843	41.550	111.29	540.55	0.042109	0.00010117	0.10967	0.0045638	96.288	0.010385	17.400	18.975	81.320	38.255	81.170	212.29	1.4294	1.4516e-05	0.020244
272.83	34.560	929.32	0.0010761	8.6043	8.7680	43.891	41.560	111.46	539.39	0.042429	0.00010095	0.10953	0.0045410	96.671	0.010344	17.398	18.972	81.289	38.292	81.422	212.22	1.4275	1.4529e-05	0.020288
272.96	34.675	928.58	0.0010769	8.6170	8.7814	43.937	41.570	111.63	538.23	0.042750	0.00010074	0.10938	0.0045184	97.054	0.010304	17.396	18.968	81.258	38.328	81.674	212.15	1.4256	1.4541e-05	0.020332
273.08	34.789	927.84	0.0010778	8.6297	8.7947	43.984	41.581	111.79	537.07	0.043073	0.00010052	0.10923	0.0044958	97.438	0.010263	17.394	18.965	81.228	38.365	81.928	212.08	1.4237	1.4554e-05	0.020376
273.21	34.903	927.09	0.0010786	8.6423	8.8080	44.031	41.591	111.96	535.92	0.043396	0.00010030	0.10908	0.0044733	97.822	0.010223	17.392	18.962	81.197	38.402	82.184	212.01	1.4218	1.4567e-05	0.020421
273.33	35.018	926.35	0.0010795	8.6549	8.8213	44.078	41.601	112.13	534.77	0.043721	0.00010009	0.10894	0.0044509	98.207	0.010183	17.390	18.959	81.167	38.439	82.441	211.94	1.4200	1.4580e-05	0.020465
273.45	35.132	925.61	0.0010804	8.6675	8.8346	44.124	41.612	112.30	533.62	0.044048	9.9872e-05	0.10879	0.0044286	98.593	0.010143	17.387	18.956	81.136	38.476	82.699	211.87	1.4181	1.4592e-05	0.020510
273.58	35.246	924.87	0.0010812	8.6801	8.8478	44.171	41.622	112.48	532.47	0.044375	9.9658e-05	0.10864	0.0044063	98.980	0.010103	17.385	18.952	81.106	38.513	82.959	211.80	1.4162	1.4605e-05	0.020555
273.70	35.361	924.12	0.0010821	8.6927	8.8611	44.217	41.633	112.65	531.33	0.044704	9.9444e-05	0.10850	0.0043841	99.367	0.010064	17.383	18.949	81.076	38.550	83.220	211.73	1.4144	1.4618e-05	0.020600
273.82	35.475	923.38	0.0010830	8.7052	8.8743	44.264	41.644	112.82	530.18	0.045034	9.9232e-05	0.10835	0.0043620	99.755	0.010025	17.381	18.946	81.045	38.587	83.482	211.66	1.4125	1.4631e-05	0.020645
273.94	35.589	922.64	0.0010838	8.7178	8.8875	44.310	41.654	113.00	529.04	0.045366	9.9020e-05	0.10821	0.0043400	100.14	0.0099856	17.379	18.943	81.015	38.624	83.746	211.58	1.4107	1.4644e-05	0.020690
274.07	35.704	921.90	0.0010847	8.7303	8.9007	44.356	41.665	113.18	527.90	0.045699	9.8809e-05	0.10806	0.0043180	100.53	0.0099469	17.376	18.939	80.985	38.661	84.012	211.51	1.4089	1.4657e-05	0.020736
274.19	35.818	921.16	0.0010856	8.7428	8.9139	44.402	41.676	113.35	526.76	0.046033	9.8598e-05	0.10792	0.0042961	100.92	0.0099084	17.374	18.936	80.954	38.698	84.279	211.44	1.4070	1.4670e-05	0.020782
274.31	35.932	920.42	0.0010865	8.7552	8.9271	44.448	41.687	113.53	525.63	0.046369	9.8389e-05	0.10777	0.0042743	101.32	0.0098702	17.372	18.933	80.924	38.735	84.548	211.37	1.4052	1.4683e-05	0.020828
274.43	36.047	919.67	0.0010873	8.7677	8.9402	44.494	41.698	113.71	524.49	0.046706	9.8180e-05	0.10763	0.0042525	101.71	0.0098322	17.370	18.929	80.894	38.772	84.818	211.30	1.4034	1.4696e-05	0.020874
274.55	36.161	918.93	0.0010882	8.7801	8.9533	44.540	41.708	113.89	523.36	0.047044	9.7971e-05	0.10748	0.0042309	102.10	0.0097944	17.367	18.926	80.863	38.809	85.090	211.23	1.4015	1.4709e-05	0.020920
274.67	36.275	918.19	0.0010891	8.7926	8.9664	44.586	41.719	114.07	522.23	0.047384	9.7764e-05	0.10734	0.0042093	102.49	0.0097568	17.365	18.923	80.833	38.846	85.363	211.16	1.3997	1.4722e-05	0.020966
274.79	36.390	917.45	0.0010900	8.8050	8.9795	44.631	41.730	114.25	521.10	0.047725	9.7557e-05	0.10720	0.0041878	102.89	0.0097194	17.363	18.919	80.803	38.884	85.638	211.08	1.3979	1.4735e-05	0.021013
274.91	36.504	916.71	0.0010909	8.8174	8.9926	44.677	41.742	114.43	519.98	0.048067	9.7351e-05	0.10705	0.0041663	103.28	0.0096823	17.360	18.916	80.773	38.921	85.915	211.01	1.3961	1.4748e-05	0.021060
275.03	36.618	915.97	0.0010917	8.8298	9.0057	44.722	41.753	114.62	518.85	0.048411	9.7145e-05	0.10691	0.0041449	103.68	0.0096454	17.358	18.912	80.743	38.958	86.193	210.94	1.3943	1.4761e-05	0.021107
275.15	36.733	915.23	0.0010926	8.8421	9.0187	44.768	41.764	114.80	517.73	0.048757	9.6940e-05	0.10677	0.0041236	104.07	0.0096086	17.356	18.909	80.713	38.995	86.473	210.87	1.3925	1.4774e-05	0.021154
275.27	36.847	914.49	0.0010935	8.8545	9.0318	44.813	41.775	114.99	516.61	0.049103	9.6736e-05	0.10663	0.0041024	104.47	0.0095721	17.353	18.905	80.682	39.033	86.755	210.80	1.3907	1.4787e-05	0.021201
275.39	36.961	913.75	0.0010944	8.8668	9.0448	44.858	41.786	115.18	515.49	0.049452	9.6532e-05	0.10649	0.0040812	104.87	0.0095358	17.351	18.902	80.652	39.070	87.038	210.72	1.3889	1.4800e-05	0.021249
275.51	37.075	913.01	0.0010953	8.8791	9.0578	44.904	41.798	115.37	514.37	0.049801	9.6329e-05	0.10635	0.0040601	105.27	0.0094997	17.348	18.898	80.622	39.108	87.323	210.65	1.3871	1.4813e-05	0.021296
275.62	37.190	912.27	0.0010962	8.8914	9.0708	44.949	41.809	115.56	513.26	0.050153	9.6127e-05	0.10620	0.0040391	105.67	0.0094638	17.346	18.895	80.592	39.145	87.610	210.58	1.3853	1.4826e-05	0.021344
275.74	37.304	911.52	0.0010971	8.9037	9.0838	44.994	41.820	115.75	512.14	0.050505	9.5925e-05	0.10606	0.0040182	106.07	0.0094281	17.344	18.891	80.562	39.182	87.898	210.51	1.3835	1.4840e-05	0.021392
275.86	37.418	910.78	0.0010980	8.9159	9.0967	45.039	41.832	115.94	511.03	0.050859	9.5724e-05	0.10592	0.0039973	106.47	0.0093926	17.341	18.888	80.532	39.220	88.188	210.44	1.3817	1.4853e-05	0.021441
275.98	37.533	910.04	0.0010988	8.9282	9.1097	45.084	41.843	116.13	509.92	0.051215	9.5524e-05	0.10578	0.0039765	106.87	0.0093573	17.339	18.884	80.502	39.258	88.480	210.36	1.3800	1.4866e-05	0.021489
276.09	37.647	909.30	0.0010997	8.9404	9.1226	45.129	41.855	116.33	508.82	0.051572	9.5324e-05	0.10564	0.0039557	107.27	0.0093222	17.336	18.881	80.472	39.295	88.774	210.29	1.3782	1.4879e-05	0.021538
276.21	37.761	908.56	0.0011006	8.9526	9.1356	45.173	41.866	116.52	507.71	0.051931	9.5125e-05	0.10550	0.0039350	107.67	0.0092872	17.334	18.877	80.442	39.333	89.069	210.22	1.3764	1.4893e-05	0.021587
276.33	37.876	907.82	0.0011015	8.9649	9.1485	45.218	41.878	116.72	506.61	0.052291	9.4927e-05	0.10536	0.0039144	108.08	0.0092525	17.331	18.873	80.412	39.371	89.366	210.14	1.3746	1.4906e-05	0.021636
276.44	37.990	907.08	0.0011024	8.9770	9.1614	45.263	41.889	116.91	505.50	0.052653	9.4729e-05	0.10523	0.0038939	108.48	0.0092180	17.329	18.870	80.382	39.408	89.666	210.07	1.3729	1.4919e-05	0.021685
276.56	38.104	906.34	0.0011033	8.9892	9.1742	45.307	41.901	117.11	504.40	0.053016	9.4531e-05	0.10509	0.0038734	108.89	0.0091836	17.326	18.866	80.352	39.446	89.967	210.00	1.3711	1.4933e-05	0.021734
276.68	38.219	905.60	0.0011042	9.0014	9.1871	45.352	41.912	117.31	503.30	0.053381	9.4335e-05	0.10495	0.0038530	109.30	0.0091495	17.324	18.863	80.322	39.484	90.270	209.93	1.3694	1.4946e-05	0.021784
276.79	38.333	904.86	0.0011051	9.0135	9.2000	45.396	41.924	117.51	502.21	0.053747	9.4139e-05	0.10481	0.0038327	109.70	0.0091155	17.321	18.859	80.292	39.522	90.574	209.85	1.3676	1.4959e-05	0.021834
276.91	38.447	904.12	0.0011061	9.0257	9.2128	45.441	41.936	117.72	501.11	0.054115	9.3943e-05	0.10467	0.0038124	110.11	0.0090817	17.318	18.855	80.262	39.560	90.881	209.78	1.3659	1.4973e-05	0.021884
277.02	38.562	903.38	0.0011070	9.0378	9.2256	45.485	41.947	117.92	500.02	0.054485	9.3748e-05	0.10454	0.0037922	110.52	0.0090481	17.316	18.851	80.232	39.598	91.190	209.71	1.3641	1.4986e-05	0.021934
277.14	38.676	902.64	0.0011079	9.0499	9.2385	45.529	41.959	118.13	498.93	0.054856	9.3554e-05	0.10440	0.0037720	110.93	0.0090146	17.313	18.848	80.202	39.636	91.500	209.63	1.3624	1.5000e-05	0.021985
277.25	38.790	901.90	0.0011088	9.0620	9.2513	45.574	41.971	118.33	497.84	0.055229	9.3360e-05	0.10426	0.0037520	111.34	0.0089814	17.311	18.844	80.172	39.674	91.813	209.56	1.3606	1.5013e-05	0.022036
277.37	38.905	901.15	0.0011097	9.0741	9.2641	45.618	41.983	118.54	496.75	0.055603	9.3167e-05	0.10412	0.0037320	111.75	0.0089483	17.308	18.840	80.143	39.712	92.127	209.49	1.3589	1.5027e-05	0.022087
277.48	39.019	900.41	0.0011106	9.0861	9.2768	45.662	41.995	118.75	495.67	0.055979	9.2974e-05	0.10399	0.0037120	112.17	0.0089154	17.305	18.836	80.113	39.750	92.444	209.41	1.3571	1.5040e-05	0.022138
277.59	39.133	899.67	0.0011115	9.0982	9.2896	45.706	42.007	118.96	494.58	0.056357	9.2782e-05	0.10385	0.0036921	112.58	0.0088827	17.303	18.833	80.083	39.788	92.763	209.34	1.3554	1.5054e-05	0.022189
277.71	39.248	898.93	0.0011124	9.1102	9.3024	45.750	42.018	119.17	493.50	0.056736	9.2591e-05	0.10372	0.0036723	112.99	0.0088501	17.300	18.829	80.053	39.826	93.083	209.26	1.3537	1.5068e-05	0.022241
277.82	39.362	898.19	0.0011134	9.1223	9.3151	45.794	42.030	119.38	492.42	0.057117	9.2400e-05	0.10358	0.0036526	113.41	0.0088177	17.297	18.825	80.023	39.865	93.406	209.19	1.3519	1.5081e-05	0.022293
277.93	39.476	897.45	0.0011143	9.1343	9.3279	45.837	42.042	119.60	491.34	0.057500	9.2209e-05	0.10345	0.0036329	113.82	0.0087855	17.295	18.821	79.993	39.903	93.731	209.12	1.3502	1.5095e-05	0.022345
278.05	39.591	896.70	0.0011152	9.1463	9.3406	45.881	42.054	119.81	490.26	0.057885	9.2019e-05	0.10331	0.0036133	114.24	0.0087534	17.292	18.817	79.963	39.941	94.058	209.04	1.3485	1.5109e-05	0.022397
278.16	39.705	895.96	0.0011161	9.1583	9.3533	45.925	42.066	120.03	489.19	0.058271	9.1830e-05	0.10318	0.0035937	114.66	0.0087216	17.289	18.813	79.934	39.980	94.387	208.97	1.3468	1.5122e-05	0.022450
278.27	39.819	895.22	0.0011170	9.1702	9.3660	45.968	42.078	120.25	488.11	0.058659	9.1641e-05	0.10304	0.0035742	115.08	0.0086898	17.286	18.809	79.904	40.018	94.719	208.89	1.3451	1.5136e-05	0.022502
278.38	39.934	894.48	0.0011180	9.1822	9.3787	46.012	42.090	120.47	487.04	0.059048	9.1453e-05	0.10291	0.0035548	115.50	0.0086583	17.284	18.805	79.874	40.057	95.052	208.82	1.3433	1.5150e-05	0.022555
278.50	40.048	893.74	0.0011189	9.1941	9.3914	46.055	42.102	120.69	485.97	0.059440	9.1265e-05	0.10277	0.0035354	115.92	0.0086269	17.281	18.801	79.844	40.095	95.388	208.74	1.3416	1.5164e-05	0.022609
278.61	40.162	892.99	0.0011198	9.2061	9.4040	46.099	42.115	120.91	484.90	0.059833	9.1078e-05	0.10264	0.0035161	116.34	0.0085956	17.278	18.797	79.814	40.134	95.726	208.67	1.3399	1.5178e-05	0.022662
278.72	40.277	892.25	0.0011208	9.2180	9.4167	46.142	42.127	121.13	483.84	0.060227	9.0891e-05	0.10251	0.0034969	116.76	0.0085646	17.275	18.793	79.784	40.173	96.067	208.59	1.3382	1.5192e-05	0.022716
278.83	40.391	891.51	0.0011217	9.2299	9.4293	46.186	42.139	121.36	482.77	0.060624	9.0705e-05	0.10237	0.0034777	117.18	0.0085336	17.272	18.789	79.755	40.212	96.409	208.52	1.3365	1.5205e-05	0.022770
278.94	40.505	890.76	0.0011226	9.2418	9.4420	46.229	42.151	121.58	481.71	0.061022	9.0519e-05	0.10224	0.0034586	117.61	0.0085029	17.270	18.785	79.725	40.250	96.754	208.45	1.3348	1.5219e-05	0.022824
279.05	40.619	890.02	0.0011236	9.2537	9.4546	46.272	42.163	121.81	480.65	0.061423	9.0334e-05	0.10211	0.0034395	118.03	0.0084723	17.267	18.781	79.695	40.289	97.102	208.37	1.3331	1.5233e-05	0.022878
279.16	40.734	889.28	0.0011245	9.2656	9.4672	46.315	42.175	122.04	479.59	0.061825	9.0149e-05	0.10198	0.0034205	118.46	0.0084418	17.264	18.777	79.665	40.328	97.451	208.29	1.3314	1.5247e-05	0.022933
279.27	40.848	888.53	0.0011255	9.2775	9.4798	46.358	42.188	122.27	478.53	0.062229	8.9965e-05	0.10184	0.0034016	118.88	0.0084115	17.261	18.773	79.635	40.367	97.803	208.22	1.3297	1.5261e-05	0.022988
279.38	40.962	887.79	0.0011264	9.2893	9.4924	46.402	42.200	122.51	477.47	0.062634	8.9781e-05	0.10171	0.0033827	119.31	0.0083814	17.258	18.769	79.605	40.406	98.158	208.14	1.3280	1.5276e-05	0.023043
279.49	41.077	887.04	0.0011273	9.3012	9.5050	46.445	42.212	122.74	476.42	0.063042	8.9598e-05	0.10158	0.0033639	119.74	0.0083514	17.255	18.765	79.576	40.446	98.515	208.07	1.3263	1.5290e-05	0.023099
279.60	41.191	886.30	0.0011283	9.3130	9.5176	46.487	42.225	122.98	475.36	0.063451	8.9415e-05	0.10145	0.0033451	120.17	0.0083215	17.252	18.761	79.546	40.485	98.874	207.99	1.3246	1.5304e-05	0.023154
279.71	41.305	885.55	0.0011292	9.3248	9.5301	46.530	42.237	123.21	474.31	0.063863	8.9233e-05	0.10132	0.0033264	120.60	0.0082918	17.249	18.757	79.516	40.524	99.236	207.92	1.3229	1.5318e-05	0.023210
279.82	41.420	884.81	0.0011302	9.3367	9.5427	46.573	42.249	123.45	473.26	0.064276	8.9051e-05	0.10119	0.0033078	121.03	0.0082622	17.246	18.752	79.486	40.563	99.601	207.84	1.3213	1.5332e-05	0.023267
279.93	41.534	884.06	0.0011311	9.3485	9.5552	46.616	42.262	123.69	472.21	0.064691	8.8870e-05	0.10106	0.0032892	121.47	0.0082328	17.243	18.748	79.456	40.603	99.968	207.77	1.3196	1.5346e-05	0.023323
280.04	41.648	883.32	0.0011321	9.3603	9.5678	46.659	42.274	123.94	471.17	0.065108	8.8689e-05	0.10093	0.0032707	121.90	0.0082035	17.240	18.744	79.427	40.642	100.34	207.69	1.3179	1.5361e-05	0.023380
280.15	41.763	882.57	0.0011331	9.3720	9.5803	46.702	42.286	124.18	470.12	0.065527	8.8508e-05	0.10079	0.0032523	122.33	0.0081744	17.237	18.740	79.397	40.682	100.71	207.61	1.3162	1.5375e-05	0.023437
280.26	41.877	881.82	0.0011340	9.3838	9.5928	46.744	42.299	124.43	469.08	0.065948	8.8328e-05	0.10067	0.0032339	122.77	0.0081454	17.234	18.736	79.367	40.722	101.08	207.54	1.3145	1.5389e-05	0.023494
280.36	41.991	881.08	0.0011350	9.3956	9.6053	46.787	42.311	124.67	468.04	0.066371	8.8149e-05	0.10054	0.0032155	123.20	0.0081166	17.231	18.731	79.337	40.761	101.46	207.46	1.3128	1.5404e-05	0.023552
280.47	42.106	880.33	0.0011359	9.4073	9.6178	46.829	42.324	124.92	467.00	0.066796	8.7970e-05	0.10041	0.0031972	123.64	0.0080879	17.228	18.727	79.307	40.801	101.84	207.39	1.3112	1.5418e-05	0.023610
280.58	42.220	879.58	0.0011369	9.4191	9.6303	46.872	42.336	125.17	465.96	0.067223	8.7791e-05	0.10028	0.0031790	124.08	0.0080593	17.225	18.723	79.277	40.841	102.23	207.31	1.3095	1.5432e-05	0.023668
280.69	42.334	878.83	0.0011379	9.4308	9.6428	46.914	42.349	125.43	464.92	0.067652	8.7613e-05	0.10015	0.0031608	124.52	0.0080308	17.222	18.718	79.248	40.881	102.61	207.23	1.3078	1.5447e-05	0.023726
280.79	42.449	878.08	0.0011388	9.4425	9.6553	46.957	42.362	125.68	463.89	0.068083	8.7435e-05	0.10002	0.0031427	124.96	0.0080025	17.219	18.714	79.218	40.921	103.00	207.16	1.3062	1.5461e-05	0.023785
280.90	42.563	877.33	0.0011398	9.4543	9.6678	46.999	42.374	125.94	462.85	0.068516	8.7258e-05	0.099891	0.0031247	125.40	0.0079744	17.216	18.710	79.188	40.961	103.39	207.08	1.3045	1.5476e-05	0.023844
281.01	42.677	876.59	0.0011408	9.4660	9.6802	47.041	42.387	126.19	461.82	0.068951	8.7081e-05	0.099762	0.0031067	125.84	0.0079463	17.213	18.705	79.158	41.001	103.79	207.00	1.3028	1.5491e-05	0.023903
281.11	42.792	875.84	0.0011418	9.4777	9.6927	47.084	42.399	126.45	460.79	0.069389	8.6904e-05	0.099634	0.0030888	126.29	0.0079184	17.210	18.701	79.128	41.041	104.18	206.93	1.3011	1.5505e-05	0.023963
281.22	42.906	875.09	0.0011427	9.4894	9.7051	47.126	42.412	126.72	459.76	0.069828	8.6728e-05	0.099507	0.0030709	126.73	0.0078906	17.206	18.696	79.098	41.081	104.58	206.85	1.2995	1.5520e-05	0.024023
281.33	43.020	874.34	0.0011437	9.5010	9.7176	47.168	42.425	126.98	458.73	0.070269	8.6553e-05	0.099379	0.0030531	127.18	0.0078630	17.203	18.692	79.068	41.122	104.99	206.77	1.2978	1.5535e-05	0.024083
281.43	43.135	873.59	0.0011447	9.5127	9.7300	47.210	42.437	127.24	457.70	0.070713	8.6377e-05	0.099252	0.0030353	127.62	0.0078355	17.200	18.688	79.039	41.162	105.39	206.70	1.2962	1.5549e-05	0.024143
281.54	43.249	872.83	0.0011457	9.5244	9.7424	47.252	42.450	127.51	456.68	0.071158	8.6203e-05	0.099125	0.0030176	128.07	0.0078081	17.197	18.683	79.009	41.203	105.80	206.62	1.2945	1.5564e-05	0.024204
281.64	43.363	872.08	0.0011467	9.5360	9.7549	47.294	42.463	127.78	455.66	0.071606	8.6028e-05	0.098998	0.0029999	128.52	0.0077808	17.194	18.679	78.979	41.243	106.21	206.54	1.2928	1.5579e-05	0.024265
281.75	43.478	871.33	0.0011477	9.5477	9.7673	47.336	42.476	128.05	454.63	0.072056	8.5854e-05	0.098871	0.0029823	128.97	0.0077537	17.190	18.674	78.949	41.284	106.63	206.46	1.2912	1.5594e-05	0.024326
281.85	43.592	870.58	0.0011487	9.5593	9.7797	47.378	42.489	128.33	453.61	0.072508	8.5680e-05	0.098745	0.0029648	129.42	0.0077267	17.187	18.669	78.919	41.325	107.05	206.39	1.2895	1.5609e-05	0.024388
281.96	43.706	869.82	0.0011497	9.5709	9.7921	47.420	42.501	128.60	452.60	0.072963	8.5507e-05	0.098619	0.0029473	129.87	0.0076998	17.184	18.665	78.889	41.365	107.47	206.31	1.2879	1.5624e-05	0.024450
282.06	43.821	869.07	0.0011507	9.5826	9.8045	47.462	42.514	128.88	451.58	0.073419	8.5334e-05	0.098493	0.0029299	130.33	0.0076730	17.181	18.660	78.859	41.406	107.90	206.23	1.2862	1.5639e-05	0.024512
282.17	43.935	868.32	0.0011517	9.5942	9.8168	47.504	42.527	129.16	450.56	0.073878	8.5162e-05	0.098367	0.0029125	130.78	0.0076464	17.177	18.656	78.829	41.447	108.32	206.15	1.2846	1.5654e-05	0.024575
282.27	44.049	867.56	0.0011527	9.6058	9.8292	47.546	42.540	129.44	449.55	0.074339	8.4990e-05	0.098242	0.0028952	131.24	0.0076198	17.174	18.651	78.799	41.489	108.76	206.07	1.2829	1.5669e-05	0.024638
282.38	44.163	866.81	0.0011537	9.6174	9.8416	47.588	42.553	129.72	448.53	0.074803	8.4818e-05	0.098117	0.0028779	131.69	0.0075934	17.171	18.647	78.769	41.530	109.19	206.00	1.2813	1.5684e-05	0.024701
282.48	44.278	866.05	0.0011547	9.6290	9.8540	47.629	42.566	130.01	447.52	0.075268	8.4647e-05	0.097992	0.0028607	132.15	0.0075671	17.167	18.642	78.739	41.571	109.63	205.92	1.2796	1.5699e-05	0.024765
282.58	44.392	865.30	0.0011557	9.6405	9.8663	47.671	42.579	130.30	446.51	0.075736	8.4476e-05	0.097867	0.0028435	132.61	0.0075409	17.164	18.637	78.709	41.612	110.07	205.84	1.2780	1.5714e-05	0.024829
282.69	44.506	864.54	0.0011567	9.6521	9.8787	47.713	42.592	130.59	445.50	0.076207	8.4305e-05	0.097742	0.0028264	133.07	0.0075149	17.161	18.632	78.679	41.654	110.52	205.76	1.2763	1.5729e-05	0.024893
282.79	44.621	863.78	0.0011577	9.6637	9.8910	47.754	42.605	130.88	444.49	0.076679	8.4135e-05	0.097618	0.0028094	133.53	0.0074889	17.157	18.628	78.649	41.695	110.96	205.68	1.2747	1.5745e-05	0.024958
282.89	44.735	863.02	0.0011587	9.6753	9.9034	47.796	42.618	131.17	443.49	0.077154	8.3965e-05	0.097494	0.0027924	133.99	0.0074631	17.154	18.623	78.619	41.737	111.42	205.60	1.2730	1.5760e-05	0.025023
283.00	44.849	862.26	0.0011597	9.6868	9.9157	47.837	42.631	131.47	442.48	0.077632	8.3796e-05	0.097370	0.0027755	134.46	0.0074374	17.150	18.618	78.589	41.779	111.87	205.53	1.2714	1.5775e-05	0.025088
283.10	44.964	861.51	0.0011608	9.6984	9.9281	47.879	42.644	131.77	441.48	0.078112	8.3627e-05	0.097246	0.0027586	134.92	0.0074118	17.147	18.613	78.559	41.820	112.33	205.45	1.2697	1.5791e-05	0.025154
283.20	45.078	860.75	0.0011618	9.7099	9.9404	47.920	42.658	132.07	440.48	0.078594	8.3458e-05	0.097123	0.0027417	135.39	0.0073863	17.143	18.609	78.529	41.862	112.80	205.37	1.2681	1.5806e-05	0.025220
283.30	45.192	859.99	0.0011628	9.7214	9.9527	47.962	42.671	132.38	439.48	0.079078	8.3289e-05	0.097000	0.0027249	135.85	0.0073609	17.140	18.604	78.499	41.904	113.26	205.29	1.2664	1.5822e-05	0.025286
283.40	45.307	859.23	0.0011638	9.7330	9.9650	48.003	42.684	132.68	438.48	0.079565	8.3121e-05	0.096877	0.0027082	136.32	0.0073357	17.136	18.599	78.469	41.947	113.73	205.21	1.2648	1.5837e-05	0.025353
283.51	45.421	858.46	0.0011649	9.7445	9.9773	48.045	42.697	132.99	437.48	0.080055	8.2954e-05	0.096754	0.0026915	136.79	0.0073105	17.133	18.594	78.438	41.989	114.21	205.13	1.2631	1.5853e-05	0.025420
283.61	45.535	857.70	0.0011659	9.7560	9.9896	48.086	42.711	133.30	436.48	0.080547	8.2786e-05	0.096631	0.0026749	137.26	0.0072854	17.129	18.589	78.408	42.031	114.69	205.05	1.2615	1.5868e-05	0.025487
