Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
119.18	24.090	533.80	0.0018734	-0.71009	-0.58366	107.24	28.034	117.08	332.55	0.12471	39.674	0.064793	0.00077057	117.48	0.0085119	1.5501	2.1245	129.97	30.130	115.78	173.65	1.1974	10.366	0.022169
119.23	24.146	533.23	0.0018754	-0.70594	-0.57908	107.28	28.048	117.54	331.71	0.12554	39.592	0.064709	0.00076419	117.89	0.0084824	1.5483	2.1220	129.93	30.164	116.47	173.60	1.1956	10.379	0.022238
119.27	24.203	532.66	0.0018774	-0.70179	-0.57450	107.31	28.062	118.00	330.87	0.12636	39.510	0.064625	0.00075784	118.30	0.0084529	1.5464	2.1195	129.90	30.198	117.18	173.54	1.1938	10.392	0.022308
119.32	24.259	532.09	0.0018794	-0.69763	-0.56991	107.35	28.076	118.48	330.03	0.12720	39.428	0.064542	0.00075151	118.71	0.0084236	1.5446	2.1170	129.87	30.233	117.89	173.48	1.1920	10.405	0.022379
119.37	24.316	531.51	0.0018814	-0.69348	-0.56532	107.39	28.090	118.95	329.19	0.12803	39.347	0.064459	0.00074520	119.13	0.0083943	1.5427	2.1145	129.84	30.268	118.61	173.43	1.1902	10.419	0.022449
119.41	24.372	530.94	0.0018835	-0.68932	-0.56073	107.42	28.105	119.44	328.35	0.12888	39.265	0.064376	0.00073891	119.54	0.0083652	1.5409	2.1120	129.80	30.303	119.34	173.37	1.1884	10.432	0.022521
119.46	24.428	530.36	0.0018855	-0.68516	-0.55613	107.46	28.120	119.93	327.50	0.12973	39.183	0.064293	0.00073265	119.96	0.0083361	1.5390	2.1094	129.77	30.338	120.08	173.31	1.1865	10.445	0.022593
119.50	24.485	529.79	0.0018875	-0.68100	-0.55153	107.49	28.134	120.42	326.66	0.13058	39.102	0.064211	0.00072640	120.38	0.0083072	1.5371	2.1069	129.74	30.373	120.83	173.26	1.1847	10.459	0.022665
119.55	24.541	529.21	0.0018896	-0.67683	-0.54693	107.53	28.149	120.92	325.82	0.13144	39.020	0.064129	0.00072018	120.80	0.0082783	1.5352	2.1043	129.71	30.408	121.59	173.20	1.1829	10.472	0.022738
119.59	24.598	528.63	0.0018917	-0.67267	-0.54232	107.57	28.165	121.43	324.97	0.13231	38.939	0.064047	0.00071398	121.22	0.0082495	1.5333	2.1017	129.67	30.444	122.36	173.14	1.1810	10.486	0.022811
119.64	24.654	528.05	0.0018938	-0.66850	-0.53771	107.60	28.180	121.94	324.13	0.13318	38.857	0.063965	0.00070780	121.64	0.0082208	1.5314	2.0991	129.64	30.480	123.13	173.08	1.1792	10.499	0.022885
119.68	24.710	527.47	0.0018958	-0.66432	-0.53309	107.64	28.195	122.46	323.28	0.13405	38.776	0.063883	0.00070165	122.07	0.0081923	1.5294	2.0965	129.61	30.516	123.92	173.02	1.1773	10.513	0.022959
119.73	24.767	526.89	0.0018979	-0.66015	-0.52847	107.67	28.211	122.98	322.43	0.13494	38.695	0.063802	0.00069551	122.49	0.0081638	1.5275	2.0939	129.58	30.552	124.72	172.97	1.1755	10.527	0.023034
119.77	24.823	526.30	0.0019000	-0.65597	-0.52385	107.71	28.227	123.51	321.59	0.13582	38.613	0.063721	0.00068940	122.92	0.0081354	1.5255	2.0913	129.54	30.588	125.52	172.91	1.1736	10.541	0.023109
119.82	24.880	525.72	0.0019022	-0.65179	-0.51922	107.75	28.243	124.05	320.74	0.13672	38.532	0.063640	0.00068331	123.35	0.0081071	1.5236	2.0886	129.51	30.625	126.34	172.85	1.1718	10.555	0.023185
119.86	24.936	525.13	0.0019043	-0.64761	-0.51459	107.78	28.259	124.59	319.89	0.13762	38.451	0.063559	0.00067724	123.78	0.0080788	1.5216	2.0860	129.48	30.662	127.17	172.79	1.1699	10.569	0.023261
119.91	24.992	524.54	0.0019064	-0.64342	-0.50995	107.82	28.276	125.14	319.04	0.13853	38.369	0.063479	0.00067119	124.21	0.0080507	1.5196	2.0833	129.45	30.698	128.01	172.73	1.1681	10.582	0.023338
119.95	25.049	523.96	0.0019086	-0.63923	-0.50531	107.86	28.292	125.70	318.19	0.13944	38.288	0.063399	0.00066517	124.65	0.0080227	1.5176	2.0806	129.41	30.736	128.86	172.67	1.1662	10.597	0.023416
120.00	25.105	523.37	0.0019107	-0.63504	-0.50066	107.89	28.309	126.27	317.34	0.14036	38.207	0.063319	0.00065916	125.08	0.0079947	1.5156	2.0779	129.38	30.773	129.72	172.61	1.1643	10.611	0.023494
120.04	25.161	522.77	0.0019129	-0.63084	-0.49601	107.93	28.326	126.84	316.49	0.14128	38.126	0.063239	0.00065318	125.52	0.0079668	1.5136	2.0751	129.35	30.810	130.59	172.55	1.1624	10.625	0.023572
120.09	25.218	522.18	0.0019150	-0.62664	-0.49136	107.96	28.344	127.42	315.64	0.14221	38.045	0.063160	0.00064722	125.96	0.0079390	1.5116	2.0724	129.31	30.848	131.47	172.49	1.1606	10.639	0.023651
120.13	25.274	521.59	0.0019172	-0.62244	-0.48670	108.00	28.361	128.00	314.78	0.14315	37.964	0.063081	0.00064128	126.40	0.0079113	1.5095	2.0697	129.28	30.886	132.37	172.43	1.1587	10.653	0.023731
120.18	25.331	520.99	0.0019194	-0.61823	-0.48203	108.04	28.379	128.60	313.93	0.14409	37.883	0.063002	0.00063536	126.84	0.0078837	1.5075	2.0669	129.25	30.924	133.27	172.37	1.1568	10.668	0.023811
120.22	25.387	520.39	0.0019216	-0.61402	-0.47736	108.07	28.397	129.20	313.07	0.14504	37.802	0.062924	0.00062946	127.29	0.0078562	1.5054	2.0641	129.21	30.962	134.19	172.31	1.1549	10.682	0.023892
120.27	25.443	519.79	0.0019238	-0.60981	-0.47269	108.11	28.415	129.81	312.22	0.14600	37.720	0.062845	0.00062359	127.73	0.0078287	1.5033	2.0613	129.18	31.001	135.13	172.25	1.1530	10.697	0.023974
120.31	25.500	519.19	0.0019261	-0.60559	-0.46801	108.15	28.433	130.43	311.36	0.14697	37.639	0.062767	0.00061773	128.18	0.0078013	1.5012	2.0585	129.15	31.040	136.07	172.18	1.1511	10.711	0.024056
120.35	25.556	518.59	0.0019283	-0.60137	-0.46332	108.18	28.452	131.05	310.50	0.14794	37.558	0.062690	0.00061190	128.63	0.0077740	1.4991	2.0557	129.11	31.079	137.03	172.12	1.1492	10.726	0.024139
120.40	25.613	517.99	0.0019306	-0.59715	-0.45863	108.22	28.470	131.69	309.65	0.14892	37.477	0.062612	0.00060609	129.09	0.0077468	1.4970	2.0528	129.08	31.118	138.00	172.06	1.1473	10.741	0.024222
120.44	25.669	517.38	0.0019328	-0.59292	-0.45393	108.25	28.489	132.33	308.79	0.14990	37.396	0.062535	0.00060030	129.54	0.0077197	1.4949	2.0500	129.04	31.157	138.99	172.00	1.1453	10.755	0.024306
120.49	25.725	516.77	0.0019351	-0.58868	-0.44923	108.29	28.509	132.98	307.93	0.15089	37.315	0.062458	0.00059453	130.00	0.0076926	1.4927	2.0471	129.01	31.197	139.98	171.93	1.1434	10.770	0.024391
120.53	25.782	516.16	0.0019374	-0.58444	-0.44452	108.33	28.528	133.64	307.07	0.15189	37.234	0.062382	0.00058878	130.45	0.0076656	1.4906	2.0442	128.98	31.237	141.00	171.87	1.1415	10.785	0.024476
120.57	25.838	515.55	0.0019397	-0.58020	-0.43981	108.36	28.548	134.31	306.20	0.15290	37.153	0.062305	0.00058305	130.91	0.0076387	1.4884	2.0413	128.94	31.277	142.03	171.81	1.1395	10.800	0.024562
120.62	25.895	514.94	0.0019420	-0.57595	-0.43509	108.40	28.568	134.99	305.34	0.15391	37.072	0.062229	0.00057735	131.37	0.0076118	1.4862	2.0384	128.91	31.317	143.07	171.75	1.1376	10.815	0.024648
120.66	25.951	514.33	0.0019443	-0.57170	-0.43036	108.44	28.588	135.68	304.47	0.15493	36.991	0.062154	0.00057166	131.84	0.0075851	1.4840	2.0355	128.87	31.358	144.13	171.68	1.1357	10.830	0.024736
120.71	26.007	513.71	0.0019466	-0.56745	-0.42562	108.47	28.609	136.38	303.61	0.15596	36.910	0.062078	0.00056600	132.30	0.0075584	1.4818	2.0325	128.84	31.398	145.20	171.62	1.1337	10.846	0.024824
120.75	26.064	513.10	0.0019490	-0.56318	-0.42088	108.51	28.629	137.08	302.74	0.15700	36.829	0.062003	0.00056035	132.77	0.0075317	1.4796	2.0295	128.80	31.440	146.29	171.55	1.1317	10.861	0.024913
120.79	26.120	512.48	0.0019513	-0.55892	-0.41614	108.55	28.650	137.80	301.87	0.15804	36.748	0.061928	0.00055473	133.24	0.0075052	1.4774	2.0265	128.77	31.481	147.39	171.49	1.1298	10.876	0.025002
120.84	26.176	511.86	0.0019537	-0.55464	-0.41138	108.58	28.672	138.53	301.01	0.15909	36.667	0.061854	0.00054913	133.71	0.0074787	1.4751	2.0235	128.74	31.522	148.52	171.42	1.1278	10.892	0.025092
120.88	26.233	511.23	0.0019560	-0.55037	-0.40662	108.62	28.693	139.27	300.13	0.16015	36.586	0.061780	0.00054355	134.19	0.0074523	1.4729	2.0205	128.70	31.564	149.65	171.36	1.1258	10.907	0.025183
120.92	26.289	510.61	0.0019584	-0.54609	-0.40186	108.66	28.715	140.02	299.26	0.16122	36.505	0.061706	0.00053799	134.66	0.0074259	1.4706	2.0175	128.67	31.606	150.81	171.29	1.1239	10.923	0.025275
120.97	26.346	509.98	0.0019608	-0.54180	-0.39708	108.70	28.737	140.78	298.39	0.16229	36.423	0.061633	0.00053246	135.14	0.0073996	1.4683	2.0144	128.63	31.649	151.98	171.23	1.1219	10.939	0.025367
121.01	26.402	509.36	0.0019633	-0.53750	-0.39230	108.73	28.760	141.55	297.52	0.16338	36.342	0.061560	0.00052694	135.62	0.0073734	1.4660	2.0114	128.60	31.691	153.18	171.16	1.1199	10.955	0.025461
121.05	26.458	508.73	0.0019657	-0.53320	-0.38751	108.77	28.782	142.34	296.64	0.16447	36.261	0.061487	0.00052144	136.10	0.0073473	1.4637	2.0083	128.56	31.734	154.39	171.09	1.1179	10.971	0.025555
121.09	26.515	508.09	0.0019681	-0.52890	-0.38271	108.81	28.805	143.13	295.76	0.16557	36.180	0.061415	0.00051597	136.59	0.0073212	1.4614	2.0052	128.53	31.777	155.62	171.03	1.1159	10.987	0.025649
121.14	26.571	507.46	0.0019706	-0.52459	-0.37791	108.84	28.829	143.94	294.89	0.16668	36.099	0.061343	0.00051051	137.08	0.0072952	1.4590	2.0020	128.49	31.821	156.87	170.96	1.1139	11.003	0.025745
121.18	26.628	506.82	0.0019731	-0.52027	-0.37309	108.88	28.852	144.76	294.01	0.16780	36.017	0.061271	0.00050508	137.57	0.0072692	1.4566	1.9989	128.45	31.865	158.13	170.89	1.1119	11.019	0.025842
121.22	26.684	506.19	0.0019756	-0.51595	-0.36827	108.92	28.876	145.60	293.13	0.16893	35.936	0.061200	0.00049967	138.06	0.0072433	1.4543	1.9957	128.42	31.909	159.42	170.82	1.1098	11.035	0.025939
121.27	26.740	505.55	0.0019781	-0.51162	-0.36344	108.96	28.900	146.44	292.24	0.17006	35.855	0.061129	0.00049428	138.55	0.0072174	1.4519	1.9925	128.38	31.953	160.73	170.76	1.1078	11.051	0.026037
121.31	26.797	504.90	0.0019806	-0.50728	-0.35860	108.99	28.925	147.30	291.36	0.17121	35.773	0.061059	0.00048891	139.05	0.0071917	1.4495	1.9893	128.35	31.998	162.06	170.69	1.1058	11.068	0.026136
121.35	26.853	504.26	0.0019831	-0.50293	-0.35376	109.03	28.950	148.18	290.48	0.17236	35.692	0.060989	0.00048356	139.55	0.0071659	1.4470	1.9861	128.31	32.043	163.42	170.62	1.1037	11.084	0.026236
121.39	26.909	503.61	0.0019857	-0.49858	-0.34890	109.07	28.975	149.06	289.59	0.17352	35.610	0.060919	0.00047823	140.05	0.0071403	1.4446	1.9829	128.28	32.088	164.79	170.55	1.1017	11.101	0.026337
121.43	26.966	502.96	0.0019882	-0.49423	-0.34403	109.10	29.001	149.96	288.70	0.17470	35.529	0.060850	0.00047292	140.55	0.0071147	1.4422	1.9796	128.24	32.134	166.19	170.48	1.0996	11.118	0.026439
121.48	27.022	502.31	0.0019908	-0.48986	-0.33916	109.14	29.027	150.88	287.81	0.17588	35.447	0.060781	0.00046764	141.06	0.0070891	1.4397	1.9763	128.20	32.180	167.61	170.41	1.0976	11.135	0.026542
121.52	27.079	501.66	0.0019934	-0.48549	-0.33428	109.18	29.053	151.81	286.92	0.17707	35.365	0.060713	0.00046237	141.57	0.0070636	1.4372	1.9730	128.17	32.226	169.06	170.34	1.0955	11.152	0.026645
121.56	27.135	501.00	0.0019960	-0.48111	-0.32939	109.22	29.080	152.76	286.03	0.17827	35.284	0.060645	0.00045713	142.08	0.0070382	1.4347	1.9697	128.13	32.272	170.53	170.27	1.0934	11.169	0.026750
121.60	27.191	500.35	0.0019986	-0.47672	-0.32448	109.26	29.107	153.72	285.13	0.17948	35.202	0.060577	0.00045190	142.60	0.0070128	1.4322	1.9664	128.09	32.319	172.03	170.20	1.0913	11.186	0.026856
121.65	27.248	499.69	0.0020013	-0.47233	-0.31957	109.29	29.134	154.70	284.23	0.18071	35.120	0.060510	0.00044670	143.11	0.0069875	1.4296	1.9630	128.06	32.367	173.55	170.12	1.0892	11.203	0.026962
121.69	27.304	499.02	0.0020039	-0.46792	-0.31465	109.33	29.162	155.70	283.34	0.18194	35.038	0.060444	0.00044152	143.63	0.0069622	1.4271	1.9596	128.02	32.414	175.10	170.05	1.0871	11.221	0.027070
121.73	27.361	498.36	0.0020066	-0.46351	-0.30972	109.37	29.190	156.71	282.44	0.18318	34.956	0.060378	0.00043636	144.16	0.0069369	1.4245	1.9562	127.98	32.462	176.67	169.98	1.0850	11.238	0.027179
121.77	27.417	497.69	0.0020093	-0.45909	-0.30477	109.41	29.219	157.74	281.53	0.18443	34.874	0.060312	0.00043122	144.68	0.0069118	1.4219	1.9528	127.95	32.511	178.28	169.91	1.0829	11.256	0.027288
121.81	27.473	497.02	0.0020120	-0.45467	-0.29982	109.44	29.248	158.79	280.63	0.18570	34.792	0.060247	0.00042610	145.21	0.0068866	1.4193	1.9493	127.91	32.560	179.91	169.83	1.0808	11.273	0.027399
121.85	27.530	496.35	0.0020147	-0.45023	-0.29485	109.48	29.277	159.86	279.72	0.18697	34.710	0.060183	0.00042100	145.74	0.0068615	1.4167	1.9458	127.87	32.609	181.57	169.76	1.0787	11.291	0.027511
121.90	27.586	495.67	0.0020175	-0.44578	-0.28988	109.52	29.307	160.95	278.82	0.18826	34.627	0.060119	0.00041592	146.27	0.0068365	1.4140	1.9424	127.83	32.658	183.27	169.68	1.0765	11.309	0.027624
121.94	27.643	494.99	0.0020202	-0.44133	-0.28489	109.56	29.337	162.05	277.91	0.18956	34.545	0.060055	0.00041086	146.81	0.0068115	1.4114	1.9388	127.80	32.708	184.99	169.61	1.0744	11.327	0.027739
121.98	27.699	494.31	0.0020230	-0.43686	-0.27989	109.60	29.368	163.18	277.00	0.19087	34.462	0.059992	0.00040583	147.35	0.0067866	1.4087	1.9353	127.76	32.758	186.75	169.53	1.0722	11.345	0.027854
122.02	27.755	493.63	0.0020258	-0.43239	-0.27488	109.64	29.399	164.33	276.08	0.19219	34.380	0.059930	0.00040081	147.89	0.0067617	1.4060	1.9317	127.72	32.809	188.54	169.46	1.0701	11.364	0.027971
122.06	27.812	492.94	0.0020286	-0.42791	-0.26986	109.67	29.431	165.49	275.17	0.19352	34.297	0.059868	0.00039582	148.44	0.0067368	1.4033	1.9281	127.68	32.860	190.36	169.38	1.0679	11.382	0.028089
122.10	27.868	492.25	0.0020315	-0.42341	-0.26482	109.71	29.463	166.69	274.25	0.19486	34.214	0.059807	0.00039085	148.99	0.0067120	1.4005	1.9245	127.64	32.912	192.22	169.30	1.0657	11.401	0.028208
122.14	27.924	491.56	0.0020343	-0.41891	-0.25977	109.75	29.495	167.90	273.33	0.19622	34.131	0.059746	0.00038589	149.54	0.0066872	1.3978	1.9209	127.61	32.964	194.12	169.23	1.0635	11.419	0.028328
122.19	27.981	490.86	0.0020372	-0.41440	-0.25471	109.79	29.528	169.13	272.41	0.19759	34.048	0.059686	0.00038096	150.09	0.0066624	1.3950	1.9172	127.57	33.017	196.05	169.15	1.0613	11.438	0.028450
122.23	28.037	490.17	0.0020401	-0.40987	-0.24964	109.83	29.562	170.39	271.48	0.19897	33.965	0.059627	0.00037605	150.65	0.0066377	1.3922	1.9135	127.53	33.069	198.02	169.07	1.0591	11.457	0.028573
122.27	28.094	489.46	0.0020431	-0.40534	-0.24455	109.87	29.596	171.68	270.56	0.20036	33.882	0.059568	0.00037116	151.22	0.0066131	1.3894	1.9098	127.49	33.123	200.03	168.99	1.0569	11.476	0.028697
122.31	28.150	488.76	0.0020460	-0.40079	-0.23945	109.91	29.630	172.99	269.63	0.20177	33.798	0.059510	0.00036629	151.78	0.0065885	1.3865	1.9061	127.45	33.177	202.08	168.91	1.0547	11.496	0.028823
122.35	28.206	488.05	0.0020490	-0.39624	-0.23434	109.95	29.666	174.33	268.70	0.20319	33.715	0.059453	0.00036145	152.35	0.0065639	1.3837	1.9023	127.41	33.231	204.17	168.83	1.0524	11.515	0.028950
122.39	28.263	487.34	0.0020520	-0.39167	-0.22921	109.99	29.701	175.69	267.77	0.20462	33.631	0.059396	0.00035662	152.92	0.0065393	1.3808	1.8985	127.37	33.286	206.30	168.75	1.0502	11.535	0.029079
122.43	28.319	486.63	0.0020550	-0.38709	-0.22406	110.03	29.737	177.08	266.83	0.20607	33.547	0.059340	0.00035182	153.50	0.0065148	1.3779	1.8947	127.33	33.341	208.48	168.67	1.0479	11.554	0.029209
122.47	28.376	485.91	0.0020580	-0.38249	-0.21890	110.07	29.774	178.50	265.89	0.20753	33.463	0.059285	0.00034703	154.08	0.0064903	1.3750	1.8909	127.29	33.397	210.70	168.58	1.0456	11.574	0.029340
122.51	28.432	485.19	0.0020611	-0.37789	-0.21373	110.10	29.812	179.95	264.95	0.20900	33.379	0.059231	0.00034227	154.66	0.0064658	1.3720	1.8870	127.25	33.454	212.97	168.50	1.0434	11.594	0.029474
122.55	28.488	484.46	0.0020641	-0.37327	-0.20854	110.14	29.850	181.43	264.01	0.21049	33.295	0.059177	0.00033753	155.25	0.0064414	1.3690	1.8831	127.21	33.511	215.29	168.42	1.0411	11.614	0.029608
122.59	28.545	483.74	0.0020672	-0.36864	-0.20334	110.18	29.888	182.94	263.06	0.21199	33.211	0.059124	0.00033281	155.84	0.0064170	1.3660	1.8792	127.17	33.568	217.66	168.33	1.0388	11.634	0.029745
122.63	28.601	483.00	0.0020704	-0.36400	-0.19812	110.22	29.927	184.48	262.11	0.21351	33.126	0.059072	0.00032811	156.43	0.0063926	1.3630	1.8752	127.13	33.626	220.08	168.25	1.0365	11.655	0.029883
122.67	28.658	482.27	0.0020735	-0.35934	-0.19288	110.26	29.967	186.06	261.16	0.21505	33.041	0.059021	0.00032343	157.03	0.0063683	1.3600	1.8712	127.09	33.685	222.56	168.16	1.0341	11.676	0.030022
122.71	28.714	481.53	0.0020767	-0.35467	-0.18762	110.30	30.008	187.67	260.21	0.21659	32.957	0.058971	0.00031878	157.63	0.0063440	1.3569	1.8672	127.05	33.744	225.09	168.07	1.0318	11.696	0.030164
122.75	28.770	480.79	0.0020799	-0.34999	-0.18235	110.34	30.049	189.32	259.25	0.21816	32.871	0.058921	0.00031414	158.24	0.0063197	1.3538	1.8631	127.01	33.804	227.67	167.99	1.0295	11.717	0.030307
122.79	28.827	480.04	0.0020832	-0.34529	-0.17706	110.39	30.091	191.00	258.29	0.21974	32.786	0.058872	0.00030953	158.85	0.0062954	1.3507	1.8591	126.97	33.864	230.32	167.90	1.0271	11.738	0.030452
122.83	28.883	479.29	0.0020864	-0.34057	-0.17176	110.43	30.133	192.72	257.33	0.22133	32.701	0.058825	0.00030493	159.46	0.0062711	1.3475	1.8549	126.92	33.925	233.02	167.81	1.0247	11.760	0.030598
122.87	28.939	478.54	0.0020897	-0.33584	-0.16643	110.47	30.176	194.49	256.36	0.22295	32.615	0.058778	0.00030036	160.08	0.0062469	1.3444	1.8508	126.88	33.987	235.79	167.72	1.0224	11.781	0.030747
122.91	28.996	477.78	0.0020930	-0.33110	-0.16109	110.51	30.220	196.29	255.39	0.22458	32.529	0.058732	0.00029581	160.70	0.0062227	1.3412	1.8466	126.84	34.049	238.63	167.63	1.0200	11.803	0.030898
122.95	29.052	477.01	0.0020964	-0.32634	-0.15572	110.55	30.265	198.14	254.42	0.22622	32.443	0.058688	0.00029129	161.33	0.0061985	1.3379	1.8424	126.80	34.112	241.53	167.54	1.0176	11.825	0.031051
122.99	29.109	476.25	0.0020998	-0.32156	-0.15034	110.59	30.311	200.03	253.45	0.22789	32.357	0.058644	0.00028678	161.96	0.0061743	1.3347	1.8382	126.76	34.176	244.50	167.45	1.0151	11.847	0.031205
123.03	29.165	475.48	0.0021032	-0.31677	-0.14494	110.63	30.357	201.96	252.47	0.22957	32.270	0.058601	0.00028229	162.60	0.0061502	1.3314	1.8339	126.71	34.240	247.54	167.35	1.0127	11.869	0.031362
123.07	29.221	474.70	0.0021066	-0.31196	-0.13952	110.67	30.404	203.94	251.49	0.23127	32.184	0.058560	0.00027783	163.24	0.0061260	1.3281	1.8296	126.67	34.306	250.66	167.26	1.0103	11.892	0.031521
123.11	29.278	473.92	0.0021101	-0.30713	-0.13407	110.71	30.452	205.98	250.50	0.23299	32.097	0.058519	0.00027339	163.88	0.0061019	1.3248	1.8252	126.63	34.372	253.86	167.16	1.0078	11.914	0.031682
123.15	29.334	473.13	0.0021136	-0.30229	-0.12861	110.75	30.501	208.06	249.51	0.23472	32.010	0.058480	0.00026897	164.54	0.0060777	1.3214	1.8208	126.58	34.438	257.14	167.07	1.0053	11.937	0.031846
123.19	29.391	472.34	0.0021171	-0.29743	-0.12312	110.80	30.550	210.19	248.52	0.23648	31.922	0.058442	0.00026457	165.19	0.0060536	1.3180	1.8164	126.54	34.506	260.50	166.97	1.0028	11.960	0.032012
123.23	29.447	471.55	0.0021207	-0.29254	-0.11761	110.84	30.601	212.38	247.53	0.23825	31.834	0.058405	0.00026020	165.85	0.0060295	1.3146	1.8119	126.50	34.574	263.95	166.87	1.0003	11.984	0.032180
123.27	29.503	470.75	0.0021243	-0.28764	-0.11207	110.88	30.652	214.63	246.53	0.24005	31.746	0.058369	0.00025584	166.52	0.0060054	1.3111	1.8074	126.45	34.643	267.49	166.77	0.99783	12.007	0.032351
123.31	29.560	469.94	0.0021279	-0.28272	-0.10652	110.92	30.705	216.94	245.52	0.24186	31.658	0.058335	0.00025151	167.19	0.0059813	1.3076	1.8029	126.41	34.713	271.12	166.67	0.99530	12.031	0.032524
123.35	29.616	469.13	0.0021316	-0.27778	-0.10094	110.97	30.758	219.31	244.52	0.24370	31.570	0.058302	0.00024720	167.86	0.0059572	1.3041	1.7983	126.36	34.784	274.85	166.57	0.99275	12.055	0.032700
123.39	29.673	468.32	0.0021353	-0.27282	-0.095330	111.01	30.812	221.74	243.51	0.24556	31.481	0.058270	0.00024291	168.55	0.0059331	1.3005	1.7937	126.32	34.855	278.68	166.47	0.99019	12.079	0.032878
123.43	29.729	467.50	0.0021391	-0.26784	-0.089699	111.05	30.868	224.24	242.49	0.24744	31.392	0.058240	0.00023865	169.23	0.0059090	1.2969	1.7891	126.27	34.928	282.62	166.37	0.98761	12.104	0.033060
123.47	29.785	466.67	0.0021428	-0.26284	-0.084041	111.09	30.924	226.81	241.48	0.24934	31.302	0.058211	0.00023441	169.93	0.0058849	1.2933	1.7843	126.23	35.001	286.67	166.26	0.98502	12.129	0.033244
123.51	29.842	465.84	0.0021467	-0.25781	-0.078357	111.14	30.982	229.45	240.45	0.25126	31.213	0.058184	0.00023019	170.63	0.0058608	1.2897	1.7796	126.18	35.076	290.83	166.16	0.98241	12.154	0.033431
123.55	29.898	465.00	0.0021505	-0.25276	-0.072646	111.18	31.040	232.17	239.43	0.25320	31.123	0.058159	0.00022599	171.33	0.0058366	1.2860	1.7748	126.13	35.151	295.11	166.05	0.97978	12.179	0.033621
123.58	29.954	464.16	0.0021544	-0.24769	-0.066906	111.22	31.100	234.96	238.40	0.25517	31.032	0.058134	0.00022181	172.04	0.0058125	1.2822	1.7700	126.09	35.228	299.52	165.94	0.97713	12.204	0.033815
123.62	30.011	463.31	0.0021584	-0.24260	-0.061138	111.27	31.161	237.84	237.36	0.25717	30.941	0.058112	0.00021766	172.76	0.0057884	1.2785	1.7651	126.04	35.305	304.06	165.83	0.97447	12.230	0.034011
123.66	30.067	462.45	0.0021624	-0.23748	-0.055340	111.31	31.223	240.81	236.32	0.25919	30.850	0.058091	0.00021353	173.48	0.0057642	1.2747	1.7602	125.99	35.384	308.73	165.72	0.97179	12.256	0.034211
123.70	30.124	461.59	0.0021664	-0.23233	-0.049512	111.36	31.287	243.87	235.28	0.26123	30.759	0.058072	0.00020942	174.21	0.0057401	1.2708	1.7552	125.95	35.464	313.55	165.60	0.96909	12.283	0.034415
123.74	30.180	460.72	0.0021705	-0.22716	-0.043652	111.40	31.351	247.02	234.23	0.26330	30.667	0.058055	0.00020534	174.95	0.0057159	1.2669	1.7502	125.90	35.544	318.51	165.49	0.96637	12.309	0.034622
123.78	30.236	459.84	0.0021747	-0.22196	-0.037761	111.45	31.417	250.26	233.18	0.26539	30.575	0.058040	0.00020128	175.69	0.0056917	1.2630	1.7451	125.85	35.627	323.63	165.37	0.96364	12.336	0.034832
123.82	30.293	458.96	0.0021788	-0.21673	-0.031836	111.49	31.485	253.62	232.12	0.26751	30.482	0.058027	0.00019724	176.45	0.0056675	1.2590	1.7400	125.80	35.710	328.92	165.26	0.96088	12.364	0.035047
123.86	30.349	458.07	0.0021831	-0.21148	-0.025878	111.54	31.553	257.08	231.05	0.26966	30.389	0.058015	0.00019322	177.20	0.0056432	1.2550	1.7348	125.75	35.794	334.37	165.14	0.95810	12.391	0.035265
123.89	30.406	457.17	0.0021874	-0.20620	-0.019885	111.58	31.624	260.65	229.99	0.27184	30.296	0.058006	0.00018923	177.97	0.0056189	1.2509	1.7295	125.70	35.880	340.01	165.02	0.95531	12.419	0.035488
123.93	30.462	456.27	0.0021917	-0.20088	-0.013856	111.63	31.695	264.35	228.91	0.27405	30.202	0.057999	0.00018526	178.74	0.0055946	1.2468	1.7242	125.65	35.967	345.83	164.89	0.95249	12.448	0.035715
123.97	30.518	455.35	0.0021961	-0.19554	-0.0077908	111.67	31.769	268.17	227.83	0.27628	30.107	0.057994	0.00018132	179.52	0.0055703	1.2427	1.7189	125.60	36.056	351.85	164.77	0.94965	12.476	0.035946
124.01	30.575	454.43	0.0022005	-0.19016	-0.0016873	111.72	31.844	272.12	226.75	0.27855	30.012	0.057991	0.00017740	180.31	0.0055459	1.2385	1.7135	125.55	36.146	358.08	164.64	0.94679	12.505	0.036181
124.05	30.631	453.51	0.0022050	-0.18476	0.0044553	111.77	31.920	276.21	225.66	0.28084	29.917	0.057991	0.00017350	181.11	0.0055215	1.2342	1.7080	125.50	36.237	364.52	164.51	0.94390	12.535	0.036422
